smiles,staphylococcus_aureus
C/C=C(\C)C(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@H]3OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](OC(=O)[C@H](C)[C@@H](C)O)[C@H](O)[C@H]4O[C@H](O[C@H]2C)[C@@H]3OC(=O)[C@@H](C)CC)O[C@@H]1C,0
CC[C@H]1CCC=C(c2cc(OC)cc(=O)o2)O1,0
C=C(C(=O)O)[C@H]1CCC2=C[C@H](O)C[C@H](C)[C@@]2(C)C1,0
OC1=Nc2ccccc2[C@](O)(c2cccc(O)c2)[C@H]1O,0
COc1cc(C2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)c(O)cc1O,1
CS[C@@]12Cc3cccc(O)c3N1C(=O)[C@@]1(Cc3ccccc3O1)N=C2O,0
COC(=O)C(C)(O)[C@@](O)(C[C@H](C)CC/C=C(/C)CC/C=C(/C)CCCc1ccoc1)C(=O)OC,0
CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1
C/C(=C\C(=O)O)CC[C@]1(C)[C@@H](C)CC[C@]2(C)[C@H]1CC[C@H]1O[C@]12C,0
CC(O)=N[C@H](C(=O)O)[C@@H](C)c1c[nH]c2ccccc12,0
CC[C@@]12CCCN3CC[C@]4(C(=O)c5ccccc5N4C(=O)C1)[C@H]32,0
CCC1=CC(=O)[C@]2(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2[C@@H]1O,0
CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@@H]4C(C)=CC(=O)[C@@H]4/C(C=O)=C\C[C@H]32)O1,0
COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3c(-c3c(OC)c4c(cc(O)c5c(O)cc(C)oc54)cc3=O)c2c1,0
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,0
COc1cc(-c2ccc[nH]2)[nH]c1/C=C1\N=C(C)C2=C1C(C)CCC2,1
COc1cc(O)c2c(c1)C(=O)[C@@]13O[C@]1(C2=O)[C@H](O)[C@@H](O)[C@@](C)(O)[C@@H]3O,0
C[C@H]1CCCc2c(O)c(O)c3c(c21)COC(=O)C3(C)O,0
[C-]#[N+][C@]12C[C@@H](O)C(C)(C)c3[nH]c4cccc5c4c3[C@]1(O)[C@H](CC[C@]2(C)C=C)C5(C)C,0
CCC(C)C12OCC(C(C)[C@H](C)O)C1Cc1c(cc(C)oc1=O)O2,0
CC[C@H](C)[C@H](N=C(O)CN=C(O)[C@H](CC(C)C)N=C(O)[C@@H](N=C(O)[C@@H]1CCCN1C(=O)[C@H](CC(=N)O)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CC(C)C)N=C(O)CN=C(O)[C@H](CC(=N)O)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H](N)CC(=O)O)C(C)C)C(O)=N[C@@H](C)C(O)=N[C@@H](CC(=N)O)C(O)=NCC(O)=N[C@@H](CC(C)C)C(O)=N[C@H](C(O)=NCC(O)=NCC(O)=N[C@@H](CC(C)C)C(O)=N[C@H](C(O)=N[C@@H](CCCCN)C(O)=N[C@@H](CCCCN)C(=N)O)C(C)C)[C@@H](C)O,0
C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@]4(C)[C@H]5CC=C6[C@H]7CC(C)(C)CC[C@]7(C(=O)O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)OC[C@H](O)[C@@H]2O[C@@H]2OC[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,0
CCCCCC(O)=N[C@H](C(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@H](C(O)=N[C@@H](C)C(O)=N[C@@H](CC(C)C)C(=O)O)[C@@H](C)CC)C(C)C,0
[Br-].c1ccc2c(CC[n+]3cc(-c4c[nH]c5ccccc45)cc(-c4c[nH]c5ccccc45)c3)c[nH]c2c1,1
CC(C)=C[C@@H](O)[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1,0
COc1ccc2ccc(=O)oc2c1CC=C(C)C,1
CC(C)=CCC[C@H](C)[C@@H]1CC[C@@H](C)c2c(O)cc(C(=O)O)cc21,0
C[C@@H](O)[C@@]12O[C@]13c1cc(O)c4c(c1N[C@H]2C#C/C=C\C#C[C@H]3O)C(=O)c1c(O)cccc1C4=O,1
CC(=O)O[C@H]1C(=O)O[C@H](C[C@@]2(C)[C@@H]3CCCC(C)(C)C3=CC[C@@H]2C)[C@]1(O)CCl,0
CCCC[C@H]1CCCC[C@H](C)[C@@H](O)c2cc(O)c(c(O)c2)[C@@H](CCCC)CCCC[C@H](C)[C@@H](O)c2cc(O)c1c(O)c2,0
COc1ccc([C@@H]2[C@@H](O)[C@H](O)[C@@H](C)N2C)cc1,1
C[C@@H]1N[C@H](CCCCCCCCCCC2=C[C@@H](CCCCCCCCCC[C@@H]3CC[C@@H](O)[C@H](C)N3)[C@@H]3CCCN3C2)CC[C@H]1O.Cl.Cl,1
CC1=CC(=O)[C@]2(CC[C@@H](C)C(=O)O2)[C@H](O)[C@@H]1O,1
COc1ccc2oc3c(c(=O)c2c1O)C(=O)c1c(ccc2cc4c(c(O)c12)C(=O)N1C(C)(C4)OC(=O)C1(C)CO)C3=O,1
COc1ccc2c(C=O)c(-c3ccc(O)cc3OC)oc2c1,0
COc1cc(O)c2c(c1)[C@@H](O)[C@@]13CO[C@@H](O)[C@@]1(O3)C2=O,0
C=C1C(=O)OC[C@H]1[C@H](/C=C(\C)CC(=O)C=C(C)C)OC(C)=O,0
COC(=O)OCCCCC[C@@H]1Cc2c(C)c(O)cc(O)c2C(=O)O1,0
COc1cc(O)c2c(c1)-c1cc(O)c(O)cc1COC2=O,0
CCCCCCCCCCCCCC/C=C/[C@@H](O)C(O)=N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CC/C=C(\C)CCCCCCCCC,0
Cc1c(O)c2c(c(C)c1CCO)CC(C)(C)C2,0
CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)ccc1O,0
CCCC1=C(C(=O)OC)C(=O)[C@@](C)(/C=C/CC[C@H](C)O)O1,1
CCOC(=O)Cc1cc(O)cc(O)c1C(C)=O,0
C[C@H](Cl)[C@@H](O)C1=C[C@H](O)[C@@H](C)OC1=O,0
CC(C)=CC(=O)[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1,0
COC(=O)c1cc(O)cc(OC)c1C(=O)c1c(O)cc(C)cc1O,0
C/C1=C\C[C@]2(C)[C@H](O)[C@H](O)[C@@H]([C@H](C)CO)[C@H]2C/C=C(\C)[C@@H](O)CC/C(C)=C/CC1,0
C[C@@H]1O[C@@H](Oc2ccc(O)cc2[C@@H]2CC(=O)c3c(O)cc(O)cc3O2)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,0
CC[C@H](C)[C@H]1N=C(O)c2c1n(C)c1ccccc1c2=O,0
CC(C)=CCCC1=CC(=O)c2c(O)ccc(O)c2C1=O,0
C=C[C@@]1(C)C=C(C)[C@@H]2[C@@H]3[C@H](Oc4ccc(cc4)C[C@]4(O)N=C(O)C5(OC54)C(=O)[C@H]31)[C@@H]1[C@@H](C)C[C@@H](C)C[C@]12C,1
CCCCCC=O,0
COC(=O)C1=C(c2cc(Br)c(O)c(Br)c2)C(=O)C(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)C1=O,0
C=C(C)C=C=C1C[C@@H]2O[C@@H](C(C)(C)O)C[C@@]2(O)[C@@H](OC(C)=O)[C@@H]1O,0
C[C@@H]1CO[C@@H]2C3=C(C(=O)C=CC3=O)[C@H]3OC(=O)[C@@H]4CC[C@H]5[C@@H]1CC[C@@]25[C@@H]34,0
CCCCCCCCCCCCCC(=O)O,0
C=C(C)[C@@H]1CC=C(C)[C@H](CC[C@H]2C(=C)CC[C@@H](C(C)(C)O)[C@]2(C)CCC(=O)OCC)[C@@]1(C)CCC(=O)O,0
COC(=O)Nc1cc(Br)c(Br)cc1C(=O)OC,0
COC(O)=N[C@H]1[C@@H](C)O[C@@H](O[C@H]2C/C=C(\C)[C@@H]3C=C[C@@H]4[C@@H](O[C@H]5C[C@@H](O[C@H]6C[C@@H](O)[C@@H](O)[C@H](C)O6)[C@@H](O)[C@H](C)O5)[C@@H](C)C[C@H](C)[C@H]4[C@]3(C)C(=O)C3=C(O)[C@@]4(C[C@@H](C)C(C)=C[C@H]4/C=C/2C)OC3=O)C[C@]1(C)[N+](=O)[O-],1
C=C(C)C(O)Cc1c(O)c2c(c3c1O[C@H](C)C3(C)C)O[C@@]13[C@@H]4C[C@@](OC)(C(=O)[C@@]1(C/C=C(/C)C(=O)O)OC4(C)C)[C@@H](OC)[C@@H]3C2=O,0
Cc1c2c(c(O)c3c1C(=O)CC(C)(C)O3)OC(=O)c1c(C)c(Cl)c(O)c(C=O)c1O2,0
O[C@]12C=C(c3nccc4c3[nH]c3ccccc34)[C@@H]3CCN(CCCC/C=C\CC1)C[C@@]31C[C@@H]3/C=C\CCCCN3[C@H]12,0
CC(C)C(=O)c1c(O)cc(O)c2c1O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2,0
COc1c(Cl)cc(Cl)cc1C(=O)c1[nH]c(Cl)c(Cl)c1Cl,1
CC1=C(CC(O)CC(O)/C=C\C=C\C(C)=C\C=C\C(C)C(O)C(C)CCc2ccccc2)N(CCO)C(C)(O)C1=O,0
O=C(O)/C=C/c1ccc(O)cc1,1
COC(=O)C1=CC(=O)C=C(OC)[C@@]12Oc1cc(C)cc(OC)c1C2=O,1
CSSc1cccs1,0
CCCC[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)CC)C(=O)O[C@H](C(C)C)C(=O)N1C,1
CC(C)C1=CC(=O)C([C@@]2(C)CCCC(C)(C)[C@@H]2CC=O)=CC1=O,0
O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,0
CC(=O)O[C@@H]1OC=C2[C@@H](OC(C)=O)C[C@@H]3[C@](C)(CC[C@H]4[C@@]3(C)CC[C@H]3C(C)(C)CCC[C@@]34C=O)[C@H]21,0
COc1ccc2c(=O)cc(/C=C/S(C)=O)oc2c1O,0
COc1cc2oc(-c3ccccc3)cc(=O)c2c(OC)c1OC,0
C=C1CO[C@@]2(O)CC3=CCC(=O)[C@H](C)[C@@]3(C)C[C@@]12O,0
COc1cc(O)c(C(=O)O)c(C2=COC(C(=O)O)=C[C@H]2C)c1C(=O)O,1
CC1(C)[C@@H](O)C(=O)c2c(O)ccc3c2N1C(=O)[C@@]31C[C@]2([N+](=O)[O-])CN3C[C@@H]4O[C@@H]4[C@@H]3C[C@H]2C1(C)C,0
CCc1oc(=O)c(Cc2c(O)c3c(c(C(C)=O)c2O)OC(C)(C)CC3)c(O)c1C,0
COc1ccc2c(=O)cc(/C=C/S(C)=O)oc2c1OC,0
C=C(C)C1Cc2c(cc(OC)c3[nH]c4ccccc4c23)C(=O)O1,1
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,0
COc1cc2c(=O)c3c(O)c4c(c(CC=C(C)C)c3oc2c2c1[C@@](C/C=C(\C)C(=O)O)(C(=O)O)OC2(C)C)OC(C)C4(C)C,0
CC(C)=CCc1c(O)cc(O)c(C=O)c1C(=O)c1c(O)c(Cl)c(C)c(Cl)c1O,1
NCC[C@H](O)C(O)=N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,1
CCCCCCCCCCCC(=O)N(CCO)CCO,1
CC(=O)C1=C(O)C(C)(CC=C(C)C)C(O)=C(Cc2c(O)c3c(c(C(C)=O)c2O)OC(C)(C)C=C3)C1=O,1
C=C1C2C[C@H]3[C@@H](C)CC[C@@]3(C(C)=CC2=O)[C@@H]1O,0
CC1=C[C@H]2[C@H](C(C)C)CC[C@@](C)(O)[C@H]2CC1=O,0
O=C1C=CC2(Oc3cccc4cccc(c34)O2)[C@]2(CC=CC2=O)O1,0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],1
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,1
C[C@]12C[C@H](c3ccoc3)OC(=O)[C@]1(O)[C@H](O)C[C@@]13COC(=O)C1=CCC[C@@H]32,0
CCCCCC[C@H](O)[C@@H]1C[C@@H](O)C2=C(O1)[C@H](O)CCC2=O,0
C=C1CCC[C@H]2[C@](C)(CC3=CC(=O)C=C(N(C)CCS(=O)(=O)O)C3=O)[C@@H](C)CC[C@@]12C,0
O=C(O)c1ccc(O)c2nc3c4c(ccc3nc12)[C@@H]1Cc2nc3cccc(O)c3nc2[C@H](O4)[C@H]1O,0
CC(C)=CCC/C(C)=C/COC(=O)/C=C/c1ccccc1,0
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,0
Oc1cc(C/C=C(/Cl)Cc2c(Br)c(O)cc(O)c2Br)c(O)cc1Cl,1
CCCC1=CC2=C(CO1)C(=O)[C@](C)(OC(=O)c1c(C)cc(O)cc1OC)[C@H](O)C2,0
CC(C)c1c(O)ccc2c1C=C[C@H]1C(C)(C)CCC[C@]21C,0
C=C(C)[C@H]1CC[C@]2(C)C/C=C(\C)CC[C@@H]3O[C@@]3(C)CC[C@@H]12,1
Cc1cc(O)c(C)c(OC(=O)c2c(C)c(C)c(OC(=O)c3c(C)cc(O)cc3O)c(C)c2O)c1,1
CC1=C/C[C@@H](O)CC(=O)/C=C/C=C/C=C\C=C\C=C/[C@@H](C)CN=C(O)/C=C\C=C\C=C\1,0
C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C(=O)O)C(=CC[C@@H]4[C@@]5(C)[C@H](O)C[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,1
CC(C)=C1Oc2c(ccc3c2[C@@H](O)O[C@H](C)C3)C1=O,0
CCCCCC(O)=N[C@H](C(O)=N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,0
C=C1CC[C@H]2[C@](C)(CO)[C@H](O)CC[C@]2(C)[C@H]1C/C=C(\C)C=O,0
CC(C)C(O)CC[C@](C)(O)c1ccc(C(=O)O)cc1O,0
CC[C@H](C)[C@H](N=C(O)[C@H](CCCCN)N=C(O)[C@H](CCCCN)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CCCCN)N=C(O)[C@H](CCCCN)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CO)N=C(O)[C@H](CO)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H](N=C(O)[C@@H](N)CCCCN)[C@@H](C)CC)C(O)=N[C@H](C(O)=N[C@@H](C)C(O)=N[C@@H](CCCCN)C(=N)O)[C@@H](C)CC,0
Cc1c(O)c(O)c(O)c2c1COC2,0
CC[C@@H]1[C@@H](C)O[C@@](OC)([C@@H](C)[C@H](O)[C@H](C)[C@H]2OC(=O)/C=C/C=C/[C@H](C)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]3(OC)C[C@@H](O[C@H]4C[C@H](O)[C@H](O)[C@H](C)O4)[C@H](CC)[C@@H](C)O3)OC(=O)/C(C)=C/C=C/[C@@H]2C)C[C@H]1O[C@H]1C[C@H](O)[C@H](O)[C@H](C)O1,1
O=C(O)c1cc2c(c3nc4cccc(O)c4nc13)[C@@H]1Cc3nc4cccc(O)c4nc3[C@@](O)(C1)O2,0
C[C@@]12O[C@]3(C(=O)c4c(O)cccc4O[C@@]3(C)[C@H]1O)[C@@H](O)[C@H]2O,0
CC(C)=CCc1c(O)c(C=O)cc2c1[nH]c1cc(O)ccc12,1
CC(C)CCCCCCC(=O)c1cnc[nH]1,1
CCCC(O)Cc1oc(=O)cc(OC)c1CO,0
CCCCCCCCCCCCCCCCO,0
O=C(O)c1cccc2nc3ccccc3nc12,1
CCC(=O)C1=C(O)C(C)(C)C(O)=C(CC2=C(O)C(C)(C)C(O)=C(C(=O)CC)C2=O)C1=O,0
COc1cc(/C=C/c2ccc3c(c2)[C@H](c2cc(OC)cc(OC)c2)[C@@H](c2ccc(O)cc2)O3)cc(OC)c1,0
C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C)(C)C=C3,1
CCCCCCCCCCCO,0
O=C1O/C(=C\c2ccc(O)c(Br)c2)C(c2ccc(O)c(Br)c2)=C1C(=O)c1cc(Br)c(O)c(Br)c1,1
O[C@H](C1=NC[C@H](c2c[nH]c3cc(Br)ccc23)N1)c1c[nH]c2cc(Br)ccc12,1
CCCc1c(Cl)c(OC)c(Cl)c2c1Oc1c(Cl)c(O)c(Cl)c(CCC)c1C(=O)O2,1
COc1cc2ccc(=O)oc2c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O,0
C[C@@H]1C[C@@H]2c3c(O)cc(-c4cc5ccccc5o4)cc3OC(C)(C)[C@H]2C[C@H]1O,0
C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1S(=O)(=O)O,0
C/C=C/C[C@H](C)C[C@]1(C)Oc2c(-c3ccc(O)cc3)cnc(O)c2[C@H]1O,0
CCCCCCCC(O)=N[C@H](C(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@H](C(O)=NCC(O)=N[C@H](C(=O)O)[C@@H](C)CC)[C@@H](C)CC)C(C)C,0
CC1=C(O)/C(=C/[C@H](C)CC/C=C(/C)CC/C=C(/C)CCCc2ccoc2)OC1=O,1
CO[C@@H]1OCC2=CC[C@@H]3[C@](C)(CC[C@H]4[C@@]3(C)CC[C@H]3C(C)(C)CCC[C@@]34CO)[C@H]21,0
CC[C@@H](C)c1cc(O)c(C)c(=O)o1,0
CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c(C(=O)c2ccccc2)c1O,0
CC(C)=CCC/C(C)=C/CC1(CC=C(C)C)C(=O)C(O)=Cc2oc3cc(O)cc(O)c3c(=O)c21,0
O=c1c2ccccc2nc2n1-c1ccccc1C(O)=NC2,0
Cc1oc2c(O)cc(O)cc2c1C=O,0
C/C1=C\[C@H](O)[C@H](O)C/C(C)=C/[C@@]2(C)OC(=O)C=C(C(C)C)[C@@H]2CC1,0
C[C@H]1CCC[C@@H](O)CC(=O)c2c(O)cc(O)cc2CC(=O)O1,0
COc1cccc2cccc(O)c12,0
CC(C)=CCc1c(O)ccc2oc3cc4c(c(O)c3c(=O)c12)C=CC(C)(C)O4,0
CCC/C=C/C=C/C(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@H]1COC(=O)[C@@H]2C[C@@H](C)CN2C(=O)[C@H](C)N=C(O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C1=O,1
CC=C(C)C(=O)O[C@H]1CCC[C@@H]2[C@@H](O)[C@H](O)[C@@H](CCC)O[C@]12O,0
Cc1ccc(C(C)C)cc1O,1
CC(C)=CCC/C(C)=C/CC1(C/C=C(\C)CCC=C(C)C)C(=O)C(O)=Cc2oc3cc(O)cc(O)c3c(=O)c21,0
CCCCCCCCCCCCCCCCCCCCCCCCC[C@@H]1CC(O)=N[C@H]([C@H](C)O)C(O)=N[C@@H](C(C)C)C(O)=N[C@@H](C)C(=O)N2CCC[C@@H]2C(O)=N[C@H]([C@@H](C)CC)C(O)=N[C@@H](C(C)C)C(O)=N[C@@H]([C@@H](C)OC)C(=O)O1,0
Cc1c(O)cc(CCCC(C)C)oc1=O,1
CCCCCCC/C=C\[C@H](O)C#CC#C[C@@H](O)CC,1
Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,0
C/C(=C\CC[C@@H](C)[C@H]1C[C@@H](O)[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(=O)O,0
Cc1nc(Cc2ccccc2)c(=O)[nH]c1Cc1ccccc1,0
CC(C)=CCC/C(C)=C/C(=O)O,0
CC/C=C1/C=CC(=O)[C@@H](O)[C@]12C(=O)N(OC)[C@@](C)(OC)[C@@H]2O,0
COC1Cc2c(oc3c(CC=C(C)C)c4c(c(O)c3c2=O)C(C)(C)C(C)O4)C2=C1[C@@](C/C=C(\C)C(=O)O)(C(=O)O)OC2(C)C,0
CC(C)=CCC/C(C)=C/Cc1cc(O)ccc1O,0
CO[C@@H]1CC[C@]23C[C@]24CC[C@]2(C)[C@@H]([C@H](C)C[C@H](O)/C=C(\C)C(=O)O)CC[C@@]2(C)[C@@H]4CC[C@H]3C1(C)C,0
COC(=O)C(C)(O)[C@](O)(C[C@H](C)CCC/C(C)=C/CC/C(C)=C/CCc1ccoc1)C(=O)OC,0
C=C[C@]1(C)CC=C2C(CC[C@@H]3[C@](C)(OC(=O)CC(=O)O)CCC[C@@]23C)C1,1
COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)c(-c3c(O)c(C)cc4c3C(=O)c3c(O)cc(OC)cc3C4=O)c1C2=O,0
CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1[C@H](O)C2,1
C=C1C[C@H](OC(C)=O)[C@]23C(C(=O)OC)=CCC[C@H]2[C@]12C[C@H](c1ccoc1)O[C@H]2O[C@H]3O,0
CC(C)=CCOc1ccc(-c2coc3cc(OCC=C(C)C)cc(O)c3c2=O)cc1,0
CS(=O)/C=C/c1cc(=O)c2cc(O)ccc2o1,1
CCCCCCC(C)/C=C(\C)C(=O)O[C@@]1(C)C(=O)C2=COC(C3=C(C)CC(O)CC3=O)=CC2=C(Cl)C1=O,1
O=C(c1cc(Br)c(O)c(Br)c1)c1nccc2c1[nH]c1ccc(Br)cc12,1
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC[C@@H](O)[C@]3(C)CC[C@@H]12,0
CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@@H](OS(=O)(=O)O)[C@H](C)CCC/C(C)=C\Cc1cc([O-])ccc1O.[Na+],0
CC1(C)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@H]12,0
CC(C)=CCc1c(O)ccc(C(=O)[C@H]2[C@H](c3c(O)cc(-c4cc5ccc(O)cc5o4)cc3O)C=C(C)C[C@H]2c2ccc(O)cc2O)c1O,0
CC(C)[C@@H]1CC[C@H](O)[C@H]2[C@H]3[C@](C)(CC[C@@]21CBr)[C@@H](Br)CC(=O)[C@]3(C)O,0
COc1cc(O)c2c(c1)C(=O)C1=C(C[C@@H](O)[C@@](C)(O)C1)C2=O,0
CO[C@@H](C[C@@H](C)[C@@H](O)/C=C/C=C/CN=C(O)C(C)(C)[C@H](O)/C(C)=C/C=C/C=C/C(C)=C(\C)[N+](=O)[O-])[C@]1(O)[C@@H](C)C(=O)N(C)[C@]12C(=O)O[C@@H]2C,0
CC(C)=CCc1cc([C@H]2Oc3c(ccc(O)c3CC=C(C)C)C(=O)[C@@H]2O)ccc1O,1
C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@H](O)C1=CCOC1=O,0
C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@@]1(C)[C@H](O)CC[C@@](C)(O)[C@H]21,0
C=C/C(C)=C/[C@@]1(C)SC(=O)C(C(=O)OC)=C1O,0
CCC(C)C(=O)c1c(O)cc2c3c1OC1(C)CCC(C3C1)C(C)(C)O2,0
C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3CC[C@]4(C)[C@H]5CC=C6[C@H]7CC(C)(C)CC[C@]7(C(=O)O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)O[C@@H]2CO)[C@H](O)[C@H](O[C@@H]2OC[C@@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H]1O,0
CC(C)=CCC/C(C)=C/C[C@@]12OC(C)(C)[C@H](Cl)C[C@]1(Cl)C(=O)c1c(O)cc(O)cc1C2=O,1
CCC(C)CCCCCCC(O)=N[C@@H](Cc1c[nH]c2ccccc12)C(O)=N[C@H](CC(=N)O)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H]1C(O)=NCC(O)=N[C@@H](CCCN)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@H](C)C(O)=N[C@@H](CC(=O)O)C(O)=NCC(O)=N[C@H](C(=N)O)C(O)=N[C@@H](C(C)CC(=O)O)C(O)=N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,0
c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1,0
CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,1
CC(C)CCCC(O)=Nc1c(O)nc2cssc1-2,0
C=C(COC(=O)C(C)CC)[C@H]1Cc2cc(C(C)=O)ccc2O1,0
CC1(C)C/C=C2/CCC(O)C(C)(CC3OC31)OC2,0
C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H]1O,1
CCCCCC/C(C)=C/C(=O)/C=C1\N=C(O)C(CCCC)O1,1
CCC1=CC(=O)[C@@H](O)[C@@H]1O,0
