smiles,staphylococcus_aureus
CCCCCCCC[C@@H]1[C@H]2C=C[C@H]3C(C(=O)O)=C[C@H](O)[C@@H]4C[C@@H]1[C@@H]2[C@H]43,1
C=C(N=C(O)C(=C)N=C(O)C(=C)NC(=O)c1ccc2c(n1)-c1nc(oc1C)C(=C)N=C(O)C(=C)N=C(O)c1nc(oc1C)/C(=C/C)N=C(O)c1csc(n1)[C@H](OC)N=C(O)c1nc(oc1C)/C(=C\C(C)O)N=C(O)[C@H]([C@@H](C)O)N=C(O)c1csc-2n1)C(=N)O,1
CC(=O)O[C@H](C)CCCCCC[C@@H]1OC(=O)C[C@H]1O,0
C[C@H]1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@]1(O)CCC1=CC(=O)OC1,0
CC[C@@]12SS[C@]3(C(=O)N1C)[C@@H](O)[C@]1([C@]45c6ccccc6N[C@@H]4N4C(=O)C6(C)SS[C@]4(C(=O)N6C)[C@H]5O)c4ccccc4N[C@H]1N3C2=O,1
CCCCCC[C@H](O)[C@@H]1C[C@@H](OC)C2=C(O1)[C@H](O)CCC2=O,0
N=c1cc[nH]c(=N)[nH]1,1
Oc1cc(COCc2cc(O)c(O)c(Br)c2Br)c(Br)c(Br)c1O,0
Cc1cc(O)cc(Oc2cc(C)cc(O)c2)c1,0
COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)c(-c3c(OC)cc4c(c3O)C(=O)C3=C(C4=O)[C@@H](O)[C@](C)(O)[C@H](O)[C@H]3O)c1C2=O,0
Cn1c2nc3ccccc3c-2cc2ccccc21,0
COc1cc(OC)c(C)c(-c2cc3c(O)cc(OC)cc3o2)c1,0
CC(C)[C@@H]1C=CC(=O)[C@H]2[C@@H]3[C@](C)(O)[C@@H](O)C[C@H](Br)[C@@]3(C)CC[C@]12CBr,0
CC(C)C[C@@H]1N=C(O)[C@@H]2CCCN2C1=O,0
COc1cc(/C=C/C(O)=NCCc2ccc(O)cc2)ccc1O,0
Oc1c(Br)c(Br)c(Br)c(Br)c1Oc1ccc(Br)cc1Br,1
CC[C@@H](C)[C@H]1O[C@@H](c2c(O)c(-c3ccccc3)cn(OC)c2=O)[C@H](C)C[C@@H]1C,1
CCCCCCC1=C(O)C(=O)C(CCCCC)=CC1=O,0
CCCC[C@H](OC(=O)CCl)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(=O)C=C[C@@H]1OC(C)=O,0
C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)N=C(O)[C@]23[C@H](O)/C=C/[C@@H](C)C[C@@H](CO)C/C=C/[C@H]3[C@@H]1O,0
COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)C=C(C)OC3,0
C=C1CC[C@]2(C)OC3=C(C(=O)C(C)(C)C(=O)C3(C)C)[C@@H](C(C)C)[C@@H]2[C@H]1C1CCCC1(C)C,0
COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,0
CC(C)CCC[C@](C)(O)c1ccc(C(=O)O)cc1O,0
COC(=O)/C=C/C(C)=C/C(C)=C/[C@H]1C(C[C@H](C)O)=C(C)C=C2C[C@@H](C)C(=O)[C@@H](C)[C@@H]21,0
C=CC(C)(C)c1cc(-c2coc3cc4c(c(O)c3c2=O)C=CC(C)(C)O4)ccc1O,0
COc1cc2oc3ccccc3c(=O)c2cc1OC,0
CC1=C(C)[C@@](C)(c2ccc(CO)cc2)CC1,0
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12,0
C/C=C/[C@@H]1C=C[C@@H]2C[C@H](C)CC[C@H]2[C@]1(C)/C(O)=C1/C(=O)[C@H]([C@@H](C)O)N=C1O,1
COc1cc(C)c(-c2cc(OC)c(Cl)c3cc4c(c(O)c23)C(=O)c2c(O)cc(O)cc2C4(C)C)c(OC)c1,1
Cc1cc2c(cc1O)C1=C(C3=Cc4c(cc(O)c5cc(C)c(O)cc45)C(C)(C)C3=O)C(=O)C(C)(C)C1=CC2=O,0
Cc1c(CCC(=O)O)cc(O)c(C=O)c1O,0
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,1
C=C[C@]1(C)CC=C2C(CC[C@@H]3[C@](C)(OC(=O)CC(=O)OC)CCC[C@@]23C)C1,0
CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)c(Cl)c(C)c(C(=O)O)c1O,1
CCCc1c(Cl)c(OC)cc2c1Oc1c(Cl)c(O)c(Cl)c(CCC)c1C(=O)O2,1
C=CC(C)(C)c1[nH]c2ccccc2c1/C=C1\N=C(O)[C@H](C)N=C1O,0
CCCCCCCC(O)=N[C@H](C(O)=N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,0
CC(C)[C@@H]1N[C@@H]2N(C1=O)c1ccccc1[C@]21C[C@@H]2C(O)=N[C@](C)(O1)c1nc3ccccc3c(=O)n12,0
O=C(c1nc(-c2c[nH]c3cc(Br)ccc23)c[nH]1)c1c[nH]c2cc(O)ccc12,0
COC(=O)C1=C(c2cc(Br)c(O)c(Br)c2)C(=O)OC1=C(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,1
O=C(O)/C=C/C=C1\[C@@H](O)C=CC12Oc1cccc3cccc(c13)O2,0
O=C1O/C(=C\c2ccc(O)c(Br)c2)C(c2cc(Br)c(O)c(Br)c2)=C1C(=O)c1cc(Br)c(O)c(Br)c1,1
CCCCCC[C@H]1CN[C@H]2C=C/C(=C\C=C\C(=O)O)[C@]23O[C@H]13,0
CC(C)=CCC/C(C)=C/COc1cc(O)c(C(=O)c2ccccc2)c(O)c1,0
CC1=COC2=C(C)C(=O)C(=O)c3c(C)ccc1c32,1
COc1cc(=O)oc(CO)c1C,0
CN(C)[C@@H]1C(O)=C(C(=N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4ccccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,1
C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=C[C@@H](O)[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,0
Cc1c(O)c(O)c(O)c2c1C(=O)N([C@H](C(=O)O)C(C)C)C2,0
Cc1cc(=O)c2c(o1)O[C@@]1(C)[C@@H](CC[C@H]3C(C)(C)[C@@H](O)CC[C@@]31C)C2,0
C=C(C)C(CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1O)[C@@H](O)C2=O,1
COc1cc(CC=C(C)C)c(-c2oc3c(CC=C(C)C)c(OC)cc(OC)c3c(=O)c2OC)c(CC=C(C)C)c1OC,0
C=C[C@]1(C)C=C2C(=O)C=C3C(C)(C)CC[C@@H](O)[C@]3(O)[C@H]2CC1,0
COc1cc(/C=C/C(=O)O)cc(OC)c1O,0
CC1=CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(cc(-c3cccnc3)oc1=O)O2,0
Cc1cc(O)c(C)c(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)c1O,0
C[C@H]1C=CC(=O)[C@]2(C)CC[C@H]3[C@@H]4C(CO)(CO)CC[C@]4(C)C[C@]132,1
CO[C@H]1O[C@H](C)Cc2ccc3c(c21)OC(=C(C)C)C3=O,0
CC1(C)C(=O)CC[C@@]2(C)[C@H]1CC[C@]1(C)Oc3cc(O)c4c(c3C[C@@H]21)C[C@@H](O)CC4=O,0
CN[C@@H](Cc1ccc(OC)c(Br)c1)C(O)=NCCc1cc(Br)c(OCCCN(C)C)c(Br)c1,0
O=C(O)/C=C/C=C1\[C@@H](O)C[C@H](O)C12Oc1cccc3cccc(c13)O2,0
CC(C)[C@@H](C(=O)O)N1Cc2ccccc2C1=O,0
Oc1cc(Cc2cc(O)c(O)c(Br)c2Br)c(Br)c(Br)c1O,0
CC1CCC(=O)CCCCc2cc(O)cc(O)c2C(=O)O1,0
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)N=C(O)C2)C(=O)[C@@H](C)C1,0
CC1=CC(O)(C[C@@H](C)[C@H]2CC[C@@]3(C)C4=C(CC[C@]23C)[C@@]2(C)CCC(=O)C(C)(C)[C@@H]2CC4)OC1=O,0
C=C1C(=O)O[C@@H]2/C=C(\CO)CC/C(O)=C(/C)C[C@H](OC(=O)/C(=C/COC(C)=O)CO)[C@@H]12,1
CC[C@]1(O)C[C@@]2(O)c3c(c(C)cc(=O)n3C)C(=O)c3c(C)cc(=O)n1c32,1
CC1(C)C(=O)C=C[C@@]2(C)[C@H]1CC[C@]1(C)Oc3cc(O)c4c(c3C[C@@H]21)C[C@@H](O)CC4=O,0
COC(=O)[C@]1(C)CC[C@H](OC(C)=O)[C@]2(C)c3c(O)cc(C(C)C)cc3[C@H](O)[C@@H](OC(C)=O)[C@H]21,0
COc1cc([O-])c2c(c1)C(=O)c1cc(C)c(OS(=O)(=O)O)cc1C2=O.[Na+],0
C/C(=C/C([O-])=NCCS(=O)(=O)O)CCCCC[C@H](C)O.[Na+],0
CCC(C)CC(C)/C=C(/C=C(C)\C=C\C=C\C=C\C=C\C=C\c1cc(O)c([C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(=O)o1)C(=O)O,0
Cc1cc(O)cc(C(=O)c2cccc(O)c2O)c1O,1
CCC[C@H]1C[C@H]2OC(=O)c3c(cc(O)c(OC)c3O)[C@H]2O1,0
CCCCCCCCCCCCCCCCC1=C[C@H](C(=O)O)[C@H]2C(=O)C(C(=O)OC)=C(CCCCCCCCCCCCCCCC)[C@@]2(O)[C@H]1C(=O)OC,0
COc1cc(Br)c(Br)c(Br)c1Oc1cc(Br)cc(Br)c1OC,0
C=C[C@@]1(C)CC(=O)[C@@H]2[C@@]3(C)[C@@H](OC(C)=O)CCC(C)(C)[C@@H]3[C@H](OC(C)=O)C[C@@]2(C)O1,0
CC1(C)CCC[C@@](C)(c2ccc(CO)cc2O)O1,0
CC(C)[C@@H]1C[C@H](OO)C=C2[C@@H]3[C@](C)(O)[C@H](O)C[C@H](Br)[C@@]3(C)CC[C@@]21CBr,0
CC(C)=CCc1c2c(c(O)c3c1O[C@@]14C(=C[C@H]5CC1C(C)(C)O[C@]4(C/C=C(/C)C(=O)O)C5=O)C3=O)C=CC(C)(C)O2,0
CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@@H](OS(=O)(=O)O)[C@H](C)CCC/C(C)=C/Cc1cc([O-])ccc1O.[Na+],0
CCCc1c(Cl)c(OC)cc2c1OC(=O)c1c(CCC)c(Cl)c(O)c(Cl)c1O2,1
CCCCCCCc1cc(O)c(CCCCCC)c(O)c1,1
C=C[C@](C)(CC/C=C(\C)CO)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0
CC(O)=N[C@@H](CCCN=C(O)C[C@@H](N)CCCN=C(O)C[C@@H](N)CCCN)CC(O)=N[C@@H]1[C@H](O)[C@@H](OC(=N)O)[C@@H](CO)O[C@H]1NC1=N[C@@H]2[C@H](O)CN=C(O)[C@H]2N1,0
C=C1C(=O)O[C@H]2/C=C(\C)[C@@H](O)CC[C@@]3(C)C[C@@H]3[C@H](O)[C@H]12,1
C=C(CC[C@@H](C)[C@H]1[C@@H](O)C[C@@]2(C)[C@@H]3[C@@H](O)C[C@H]4[C@](C)(C(=O)O)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,0
C[C@@H]1CO[C@@H]2C3=C(CC4[C@H](C(=O)O)CCC5[C@@H]1CC[C@]452)C(=O)C=CC3=O,0
O=C1C=CC(=O)c2ccccc21,0
CCCCCCCCCCCCCCCC(=O)OC[C@@]1(O)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@H]2[C@@H](OC(C)=O)[C@H]1O,0
C=C1C(=O)O[C@H]2/C=C(\C)[C@@H](O)CC/C(C)=C/[C@@H](O)[C@H]12,1
O=C1c2cc(O)cc(O)c2C(=O)c2c(O)cc(CO)cc21,0
CC(=O)c1cc2c(=O)c3c(C(=O)O)c(O)c(O)cc3oc2c(C(C)=O)c1-c1coc2cc(O)c(O)c(C(=O)O)c2c1=O,0
CC12CCC(CC1)C(C)(C)O2,0
C=C(C)[C@@H]1CC[C@](C)(O)[C@H](C2=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)C(C)C)=C2O)C1,0
C[C@@H]1O[C@@H](OC(=O)c2cccc3nc4c(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)cccc4nc23)[C@H](O)[C@H](O)[C@H]1O,0
CCCCCC(=O)C(c1c(O)c(CC=C(C)C)c(O)c(C(C)=O)c1O)c1c(O)c(C(C)C)c(CCC)oc1=O,1
COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC[C@@](C)(O)[C@@H]2CC/C(C)=C/C[C@H]1OC(=O)C=C1C,0
C=C(C)[C@H]1CC=C(C)CC1,0
O=C(O)C1(O)O[C@@H]2[C@@H](Cc3nc4c(O)cccc4nc3[C@@H]2O)[C@H]1c1c[nH]c2ccccc12,0
C=C[C@]1(C)CCC2=C(CC[C@@H]3[C@](C)(OC(=O)CC(=O)OC)CCC[C@@]23C)C1,0
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0
C=C1[C@@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(=O)OC(C)(C)[C@H]([C@@H](O)C(=O)OC)[C@]12C,0
COc1cc2c(=O)onc3c2c(c1OC)-c1cccc(OC)c1[C@@H]3SCC(=N)O,1
CC1(C)CC(=O)c2c(ccc3c2N=C(O)[C@]32C[C@@]3([N+](=O)[O-])CN4CCC[C@H]4C[C@@H]3C2(C)C)O1.O=C(O)C(F)(F)F,0
CC[C@]12CCCN(CC[C@]3(O)C(O)=Nc4ccccc43)[C@H]1OCC2,0
CC(=O)OC[C@]12CCCC(C)(C)[C@@H]1CC[C@@]1(C)[C@@H]3C[C@H](OC(C)=O)C4=CO[C@@H](OC(C)=O)[C@@H]4[C@@]3(C)CC[C@@H]12,0
C[C@@H]1CC[C@H](OC(=O)c2ccoc2)[C@@]2(C)[C@@H](OC(=O)c3ccoc3)C[C@@H]3C[C@]12OC3(C)C,0
CC1=Cc2oc3c(C(=O)O)c(O)c(O)cc3c(=O)c2CO1,1
COc1cc2c(cc1C)C(=O)C=C1C2=C(C2=C3C(=CC(=O)c4cc(C)c(OC)cc43)C(C)(C)C2=O)C(=O)C1(C)C,0
O=C(C1=NC(c2c[nH]c3cc(Br)ccc23)CN1)c1c[nH]c2cc(Br)ccc12,0
CC(C)CC(N=C(O)C(O)C(O)C(N)CCCNC(=N)N)C1Cc2cccc(O)c2C(=O)O1,1
O=C(O)CCC1=CC(=O)OC1,0
CC(C)=CCc1c(O)c(CC=C(C)C)c2occ(-c3ccc(O)c(O)c3)c(=O)c2c1O,0
O=C(O)C[C@@H]1C[C@H]2[C@H](C=CC23Oc2cccc4cccc(c24)O3)O1,0
COc1cc2oc(/C=C/S(C)=O)cc(=O)c2cc1O,0
COc1cc(=O)oc2c1COC(C)(O)[C@H]2C,0
COc1ccc2c(c1)N1C(=O)C[C@]34C=CCN5CC[C@@H]2[C@@H](CC3)[C@]514,0
CC(=O)O[C@@H]1/C=C/[C@](C)(O)C[C@@H](C)C/C=C/[C@H]2C=C(C)[C@@H](C)[C@H]3[C@H](Cc4ccccc4)N=C(O)[C@]321,0
COc1cc(CC=C(C)C)c(-c2oc3c(CC=C(C)C)c(OC)cc(OC)c3c(=O)c2OCC(=O)c2ccccc2)c(CC=C(C)C)c1OC,1
CC(C)(O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1,0
CC(C)=CCc1c2c(c(O)c3c(=O)c(-c4ccc(O)c(O)c4)coc13)C=CC(C)(C)O2,1
Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(cc(O)c(C(=O)CC(C)C)c1C)O2,0
C=C1[C@@H](C)C2[C@H](Cc3ccccc3)N=C(O)[C@]23[C@H](O)/C=C/[C@](C)(OC)C[C@@H](C)C/C=C/[C@@H]3[C@@H]1O,0
COC(=O)c1c(Sc2c(O)cc3oc4cc(C)cc(O)c4c(=O)c3c2C(=O)OC)c(O)cc2oc3cc(C)cc(O)c3c(=O)c12,0
N=c1[nH]cc(/C=C/CNC(=O)c2cc(Br)c(Br)[nH]2)[nH]1,1
CC/C=C(\C)C[C@H](C)C[C@H](C)/C(O)=C1/C(=O)[C@H]([C@@H](O)c2ccc(O)cc2)N=C1O,0
C[C@@H]1OCC2=C(CCOC2=O)[C@@H]1CO,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(OC)c1OC,0
CCC(=O)c1c(O)cc(CC)oc1=O,1
O=C(c1cc(Br)c(O)c(Br)c1)c1nccc2c1[nH]c1ccccc12,1
CC(=O)O[C@H](C)C[C@H](O)[C@@H]1C=CC(=O)O1,0
C/C=C/CC(C)C(=O)c1c(C)cc2c(c1O)C(=O)c1c(O)cccc1C2=O,0
C=C1CCC[C@]2(C)CC[C@@]3(O)[C@@H]([C@@H](C(C)C)CC[C@@H]3C)[C@H]12,0
C=C[C@]1(C)C[C@H](OC(=O)C(=C)[C@@H](O)CO)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]1C(=C)CO,1
COc1cc2oc3c(c(=O)c2cc1OC)C(=O)C1=C(CCc2cc4c(c(O)c21)C(=O)N1CCO[C@]1(C)C4)C3=O,1
CCCCC[C@H]1CCCCCCCCCC(=O)O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](O[C@H]3[C@H](O1)O[C@H](C)[C@H](O)[C@@H]3O)[C@@H]2O[C@@H]1O[C@@H](C)[C@H](OC(=O)[C@@H](C)CC)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]1OC(=O)[C@@H](C)CC,1
CC(C)=C[C@@H](O)C(=O)C(C)CCC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1,0
CC[C@@]12CCCN3CC[C@]4(C(=O)c5ccccc5N4[C@@H](OC)C1)[C@H]32,0
CO[C@@H](C[C@@H](C)[C@@H](O)/C=C/C=C/CN=C(O)C(C)(C)[C@H](O)/C(C)=C/C=C/C=C/C(C)=C(\C)[N+](=O)[O-])[C@]1(O)[C@@H](C)C(=O)N(C)[C@@]12COC2=O,0
CC1(C)[C@@H](O[C@@H]2OC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3CC[C@]45OC[C@@]6(CC[C@](C)(C=O)C[C@H]64)[C@H](O)C[C@@]5(C)[C@]3(C)CC[C@@H]12,0
CC(C)=C1N=C(O)C(C(=N)/C=C/CC(C)O)=C1O,0
O=c1c(O)c(-c2ccccc2)oc2ccccc12,0
CCC(=O)O[C@@H]1C(=O)[C@@]2(C)[C@@H](CC[C@H]3C4=C(CCC=C(C)C)C(=O)O[C@H]4C[C@@]32C)[C@@]2(C)C=CC(=O)[C@@H](C)[C@H]12,0
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,1
C[C@H]1C[C@@H]2[C@H](c3c(O)ncc(-c4ccc(O)cc4)c3O[C@@H]2C)[C@@H](C)C1,0
CC(=O)OC/C1=C\CC(C)(C)C(=O)[C@@H](C)C/C(C)=C/C(=O)C1,0
C[C@@H]1CCC(=O)C2=C3O[C@@]4(C)[C@H](C)C[C@@]3(OC2=O)[C@H](/C=C/C1=O)[C@H]4O,0
CC(=O)C1(O)C=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CO1,0
C=C(C)[C@H](O)COc1ccc2ccc(=O)oc2c1CC(=O)C(C)C,0
CC(C)=CCCC1=COC2=C(C)C(=O)C(=O)c3c(C)ccc1c32,0
COC1=CC(=O)[C@@](C)(CO)[C@@H]1CO,1
COc1cc([C@H]2Oc3cc(-c4cc(=O)c5c(O)cc(O)cc5o4)cc(OC)c3O[C@@H]2CO)ccc1O,1
CC[C@H](C)C(=O)c1c(O)c(C)c2oc3c(C)c(O)c(C(=O)C(C)C)c(O)c3c2c1O,0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,0
C/C=C1\COC(OC)C2=C1CCOC2=O,0
CC(/C=C/CCCC/C=C/c1oc(=O)c(C)c(O)c1C)=C\C=C\C(C)C(O)C(C)CCc1ccccc1,0
CC1=CCC[C@H]2[C@](C)(CC3=C(O)C(=O)C=C(NCCCCNC(=N)N)C3=O)[C@@H](C)CC[C@]12C,0
CC1=C(CC(O)CC(O)/C=C\C=C\C(C)=C\C=C\C(C)C(O)C(C)CCc2ccccc2)OC(C)(O)C1=O,0
C=C[C@]1(C)CCC2=C(C1)[C@H](O)C[C@H]1C(CO)=CC(=O)[C@@H](O)[C@]21C,1
CC(C)=CCc1cccc2[nH]cc(C[C@@H]3N=C(O)[C@H](Cc4c[nH]c5c(Cl)cccc45)N=C(O)[C@@H]4CCCN4C(=O)[C@@H](CS(=O)(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N=C(O)[C@H](C)N=C(O)CC(=O)O)C(C)C)COC(=O)[C@H](CO)N=C(O)[C@@H](CC(C)C)N=C(O)[C@@H](C(C)C)N=C3O)c12,1
C[C@@H]1N[C@H](C)C(O)=NN=C1O,0
CCCCCCCCCCCCCCCCCC(=O)O,0
C=C(C)[C@H]1CC[C@@](C)(O)[C@H]2CC[C@](C)(O)[C@H]2C1,0
C=C1CC[C@H](Cl)C(C)(C)[C@@H]1C[C@@]12OC(C)(C)[C@H](Cl)C[C@]1(Cl)C(=O)c1c(cc(O)c(C)c1O)C2=O,1
CC(C)=CCC/C(C)=C/C[C@@]12OC(C)(C)[C@H](Cl)C[C@]1(Cl)C(=O)C1=C(C2=O)C(=[N+]=[N-])C(=O)C=C1O,0
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,0
C[C@@H](O)CC/C=C/CCC/C=C/C=C/C(O)=N\C=C\C(O)=NC[C@H]1N=C(O)[C@H](Cc2ccccc2)N=C(O)CN2C(=O)[C@H](CN=C1O)NC2(C)C,0
COC(=O)c1cc(OC)cc2c1C(=O)CCO2,0
COc1ccc2c(c1)O[C@@H]1c3ccc(OC)c(O)c3OC[C@H]21,0
CCOC1=CC(=O)C(O)=C(C[C@]2(C)[C@@H](C)CC[C@@]3(C)C(C)=CCC[C@@H]23)C1=O,0
COC(O)=Nc1coc(C(=O)Nc2coc(C(=O)NCCc3ccccc3)c2)c1,0
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=C[C@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,0
CC[C@H](C)[C@@H]1N=C(O)[C@@H](Cc2ccccc2)N=C(O)[C@@H]2CSC(=N2)c2csc(n2)-c2csc(n2)-c2csc(n2)[C@@H](C)N=C1O,1
CC(C)=CCCC1=C2[C@H](C[C@@]3(C)[C@H]2CC[C@H]2[C@@]4(C)CCC(=O)[C@@H](C)[C@@H]4[C@H](O)C(=O)[C@@]23C)OC1=O,0
Cc1ccnc2c1C(=O)c1ccccc1-2,0
Cc1ccc([C@H]2[C@H](C)COC(=O)[C@H]2O)c(O)c1O,0
N=C(O)c1cccc2nc3c4c(ccc3nc12)[C@H]1c2nc3c(O)cccc3nc2C[C@@H]4[C@@H]1O,0
CCc1oc(=O)c(Cc2c(O)c(CC=C(C)C)c(O)c(C(C)=O)c2O)c(O)c1CC,1
COc1cc(CC=C(C)C)c([C@H]2Oc3c(CC=C(C)C)c(OC)cc(O)c3C(=O)[C@@H]2O)c(CC=C(C)C)c1O,1
Oc1ccc([C@@H]2c3c(O)cc(O)cc3[C@H]3[C@H](c4ccc(O)cc4)c4c(O)cc(O)cc4[C@@H]23)cc1,0
CCc1cc(O)c2c(c1C(C)=O)C(=O)c1cccc(O)c1C2=O,0
C[C@H](CO)[C@@H]1OC(CC2CC(=O)N=C(O)C2)=CC(=O)[C@H]1C,1
O=C(CCCCCCCCc1ccc(O)c(O)c1)c1c(O)cccc1O,1
Cc1c2oc3c(C)ccc(C(O)=N[C@@H]4C(O)=N[C@H](C(C)C)C(=O)N5[C@H](C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)[C@@H](O)C[C@@H]5C)c3nc-2c(C(O)=N[C@@H]2C(O)=N[C@H](C(C)C)C(=O)N3CC(=O)C[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C)C(=O)O[C@@H]2CO)c(N)c1=O,1
CC1(C)C=Cc2c(ccc3c2O[C@H]2c4ccc(O)cc4OC[C@@H]32)O1,0
CC1=CCC[C@@H]2[C@@](C)(CC/C(C)=C/Cn3c[n+](C)c4nc[nH+]c(N[O-])c43)[C@H](C)CC[C@@]12C,0
Oc1ccc([C@@H]2c3c(O)cc(O)cc3[C@@H]3c4c(cc(O)cc4[C@H]2[C@H]2c4cc(O)cc5c4[C@@H](c4cc(O)cc(O)c4[C@@H]2c2ccc(O)cc2)[C@H](c2ccc(O)cc2)O5)O[C@H]3c2ccc(O)cc2)cc1,0
OC/C=C\c1cccc(O)c1CO,0
C=C1C2(C)OC(=O)C3(O)C(C)OC(=O)C13C1(C)CCC3(C=CC(=O)OC3(C)C)C(C)=C1C2O,0
COC(=O)[C@@]12C(=O)C(C)=C(O)[C@]1(C)C(C)=C[C@H]1[C@]3(C(=O)O)CC[C@H](OC(C)=O)C(C)(C)[C@H]3CC[C@@]12C,0
CCCCCc1cc2c(c(O)c1C(=O)O)[C@@H]1C=C(C)CC[C@H]1C(C)(C)O2,1
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(=N)O)C(=O)[C@@]3(O)C(O)=C1C2=O,1
